Очередь;Метка по КС;Идентификатор канала;Тип канала;Субъект Федерации;Район;Населенный пункт;PTP IP Prefix;AS Мегафон;Сети для для ССК    Z1.0/24;net Z1;Сеть LAN;граничный сегмент;Мнемокод X;номер Y;Полосность;Контроллер ССК;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Контроллер Ураган;Контроллер Ураган;Контроллер SICK;Контроллер SICK;iNode;ИБП;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK
II;247;КС 247;Основной;Волгоградская обл.;Чернышковский р-н;Чернышковский;10.0.21.24/30;65501;10.21.37.0/24;10.21.37.;Z1.64/26;Z1.0/27;VOL;17;3;10.21.37.66;10.21.37.67;10.21.37.68;10.21.37.69;;;;10.21.37.73;;10.21.37.75;;10.21.37.77;10.21.37.78;10.21.37.79;10.21.37.80;10.21.37.81;10.21.37.82;10.21.37.83;10.21.37.84;;;;;;
I;10;КС 10;Основной;Тульская обл.;Чернский р-н;Чернь;10.0.78.32/30;65094;10.78.35.0/24;10.78.35.;Z1.64/26;Z1.0/27;TLA;15;2;10.78.35.66;10.78.35.67;10.78.35.68;;;;;10.78.35.73;;10.78.35.75;;10.78.35.77;10.78.35.78;10.78.35.79;10.78.35.80;10.78.35.81;10.78.35.82;;;;;;;;
I;3;КС 3;Основной;Калининградская обл.;Черняховск;Черняховск;10.0.86.44/30;31213;10.86.37.0/24;10.86.37.;Z1.64/26;Z1.0/27;KLN;17;2;10.86.37.66;10.86.37.67;10.86.37.68;;;;;10.86.37.73;;10.86.37.75;;10.86.37.77;10.86.37.78;10.86.37.79;10.86.37.80;10.86.37.81;10.86.37.82;;;;;;;;
I;294;КС 294;Основной;Ленинградская обл.;Приозерский р-н;Шумилово;10.0.91.108/30;20632;10.91.52.0/24;10.91.52.;Z1.64/26;Z1.0/27;SPB;32;2;10.91.52.66;10.91.52.67;10.91.52.68;;;;;10.91.52.73;;10.91.52.75;;10.91.52.77;10.91.52.78;10.91.52.79;10.91.52.80;10.91.52.81;10.91.52.82;;;;;;;;
II;314;КС 314;Основной;Калмыкия;Элиста;Элиста (восток);10.0.18.4/30;65501;10.18.31.0/24;10.18.31.;Z1.64/26;Z1.0/27;ELS;11;2;10.18.31.66;10.18.31.67;10.18.31.68;;;;;10.18.31.73;;10.18.31.75;;10.18.31.77;10.18.31.78;10.18.31.79;10.18.31.80;10.18.31.81;10.18.31.82;;;;;;;;
II;314;КС 314 Р;Резервный;Калмыкия;Элиста;Элиста (восток);10.0.18.8/30; 31133;10.18.31.0/24;;;;ELS;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;463;КС 463;Основной;Калмыкия;Элиста;Элиста (север);10.0.18.12/30;65501;10.18.32.0/24;10.18.32.;Z1.64/26;Z1.0/27;ELS;12;2;10.18.32.66;10.18.32.67;10.18.32.68;;;;;10.18.32.73;;10.18.32.75;;10.18.32.77;10.18.32.78;10.18.32.79;10.18.32.80;10.18.32.81;10.18.32.82;;;;;;;;
I;169;КС 169;Основной;Калужская обл.;Износковский р-н;Юдинка;10.0.40.36/30;65094;10.40.35.0/24;10.40.35.;Z1.64/26;Z1.0/27;KLG;07;2;10.40.35.66;10.40.35.67;10.40.35.68;;;;;10.40.35.73;;10.40.35.75;;10.40.35.77;10.40.35.78;10.40.35.79;10.40.35.80;10.40.35.81;10.40.35.82;;;;;;;;
I;178;КС 178;Основной;Московская обл.;Раменский р-н;Юрово;10.0.50.240/30;25159;10.77.61.0/24;10.77.61.;Z1.64/26;Z1.0/27;MSO;36;2;10.77.61.66;10.77.61.67;10.77.61.68;;;;;10.77.61.73;;10.77.61.75;;10.77.61.77;10.77.61.78;10.77.61.79;10.77.61.80;10.77.61.81;10.77.61.82;;;;;;;;
I;178;КС 178 Р;Резервный;Московская обл.;Раменский р-н;Юрово;10.0.50.244/30;25159;10.77.61.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;16;КС 16;Основной;Рязанская обл.;Рыбновский р-н;Высокое;10.0.74.4/30;65501;;10.74.31.;Z1.64/26;Z1.0/27;RZN;;4;10.74.31.66;10.74.31.67;10.74.31.68;10.74.31.69;10.74.31.70;;;10.74.31.73;;10.74.31.75;;10.74.31.77;10.74.31.78;10.74.31.79;10.74.31.80;10.74.31.81;10.74.31.82;10.74.31.83;10.74.31.84;10.74.31.85;10.74.31.86;;;;
II;16;КС 16 Р;Резервный;Рязанская обл.;Рыбновский р-н;Высокое;10.1.74.4/30;65501;;10.74.31.;Z1.64/26;Z1.0/27;RZN;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;21;КС 21;Основной;Рязанская обл.;Шацкий р-н;Ямбирно;10.0.74.8/30;65501;;10.74.32.;Z1.64/26;Z1.0/27;RZN;;2;10.74.32.66;10.74.32.67;10.74.32.68;;;;;10.74.32.73;;10.74.32.75;;10.74.32.77;10.74.32.78;10.74.32.79;10.74.32.80;10.74.32.81;10.74.32.82;;;;;;;;
II;21;КС 21 Р;Резервный;Рязанская обл.;Шацкий р-н;Ямбирно;10.1.74.8/30;65501;;10.74.32.;Z1.64/26;Z1.0/27;RZN;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;392;КС 392;Основной;Ульяновская обл.;Радищевский р-н;Рябина;10.0.61.0/30;65501;;10.61.30.;Z1.64/26;Z1.0/27;ULY;;2;10.61.30.66;10.61.30.67;10.61.30.68;;;;;10.61.30.73;;10.61.30.75;;10.61.30.77;10.61.30.78;10.61.30.79;10.61.30.80;10.61.30.81;10.61.30.82;;;;;;;;
II;392;КС 392 Р;Резервный;Ульяновская обл.;Радищевский р-н;Рябина;10.1.61.0/30;65501;;10.61.30.;Z1.64/26;Z1.0/27;ULY;;2;10.61.30.66;10.61.30.67;10.61.30.68;;;;;10.61.30.73;;10.61.30.75;;10.61.30.77;10.61.30.78;10.61.30.79;10.61.30.80;10.61.30.81;10.61.30.82;;;;;;;;
II;42;КС 42;Основной;Ульяновская обл.;Ульяновск;Белый Ключ;10.0.61.4/30;65501;;10.61.31.;Z1.64/26;Z1.0/27;ULY;;4;10.61.31.66;10.61.31.67;10.61.31.68;10.61.31.69;10.61.31.70;;;10.61.31.73;;10.61.31.75;;10.61.31.77;10.61.31.78;10.61.31.79;10.61.31.80;10.61.31.81;10.61.31.82;10.61.31.83;10.61.31.84;10.61.31.85;10.61.31.86;;;;
II;42;КС 42 Р;Резервный;Ульяновская обл.;Ульяновск;Белый Ключ;10.1.61.4/30;65501;;10.61.31.;Z1.64/26;Z1.0/27;ULY;;4;10.61.31.66;10.61.31.67;10.61.31.68;10.61.31.69;10.61.31.70;;;10.61.31.73;;10.61.31.75;;10.61.31.77;10.61.31.78;10.61.31.79;10.61.31.80;10.61.31.81;10.61.31.82;10.61.31.83;10.61.31.84;10.61.31.85;10.61.31.86;;;;
II;391;КС 391;Основной;Астраханская обл.;Икрянинский р-н;Ниновка;10.0.20.12/30;65501;;10.20.32.;Z1.64/26;Z1.0/27;AST;;2;10.20.32.66;10.20.32.67;10.20.32.68;;;;;10.20.32.73;;10.20.32.75;;10.20.32.77;10.20.32.78;10.20.32.79;10.20.32.80;10.20.32.81;10.20.32.82;;;;;;;;
II;391;КС 391 Р;Резервный;Астраханская обл.;Икрянинский р-н;Ниновка;10.1.20.12/30;65501;;10.20.32.;Z1.64/26;Z1.0/27;AST;;2;10.20.32.66;10.20.32.67;10.20.32.68;;;;;10.20.32.73;;10.20.32.75;;10.20.32.77;10.20.32.78;10.20.32.79;10.20.32.80;10.20.32.81;10.20.32.82;;;;;;;;
III;361;409;основной;Мордовия;Рузаевский р-н;Рузаевка;10.0.51.0/30;65501;;10.51.30.;Z1.64/26;Z1.0/27;;;2;10.51.30.66;10.51.30.67;10.51.30.68;;;;;10.51.30.73;;10.51.30.75;;10.51.30.77;10.51.30.78;10.51.30.79;10.51.30.80;10.51.30.81;10.51.30.82;;;;;;;;
III;362;410;основной;Мордовия;Лямбирский р-н;Лямбирь (-15км);10.0.51.4/30;65501;;10.51.31.;Z1.64/26;Z1.0/27;;;2;10.51.31.66;10.51.31.67;10.51.31.68;;;;;10.51.31.73;;10.51.31.75;;10.51.31.77;10.51.31.78;10.51.31.79;10.51.31.80;10.51.31.81;10.51.31.82;;;;;;;;
III;382;411;основной;Мордовия;Саранск;Аксеново;10.0.51.8/30;65501;;10.51.32.;Z1.64/26;Z1.0/27;;;3;10.51.32.66;10.51.32.67;10.51.32.68;10.51.32.69;;;;10.51.32.73;;10.51.32.75;;10.51.32.77;10.51.32.78;10.51.32.79;10.51.32.80;10.51.32.81;10.51.32.82;10.51.32.83;10.51.32.84;;;;;;
III;312;416;основной;Ульяновская обл.;Ульяновск;Ульяновск (центр);10.0.61.8/30;65501;;10.61.32.;Z1.64/26;Z1.0/27;;;3;10.61.32.66;10.61.32.67;10.61.32.68;10.61.32.69;;;;10.61.32.73;;10.61.32.75;;10.61.32.77;10.61.32.78;10.61.32.79;10.61.32.80;10.61.32.81;10.61.32.82;10.61.32.83;10.61.32.84;;;;;;
III;380;417;основной;Ульяновская обл.;Ульяновск;Ульяновск (запад);10.0.61.12/30;65501;;10.61.33.;Z1.64/26;Z1.0/27;;;3;10.61.33.66;10.61.33.67;10.61.33.68;10.61.33.69;;;;10.61.33.73;;10.61.33.75;;10.61.33.77;10.61.33.78;10.61.33.79;10.61.33.80;10.61.33.81;10.61.33.82;10.61.33.83;10.61.33.84;;;;;;
III;381;418;основной;Ульяновская обл.;Сурский р-н;Сурское;10.0.61.16/30;65501;;10.61.34.;Z1.64/26;Z1.0/27;;;2;10.61.34.66;10.61.34.67;10.61.34.68;;;;;10.61.34.73;;10.61.34.75;;10.61.34.77;10.61.34.78;10.61.34.79;10.61.34.80;10.61.34.81;10.61.34.82;;;;;;;;
III;406;419;основной;Ульяновская обл.;Ульяновск;Протопоповка;10.0.61.20/30;65501;;10.61.35.;Z1.64/26;Z1.0/27;;;3;10.61.35.66;10.61.35.67;10.61.35.68;10.61.35.69;;;;10.61.35.73;;10.61.35.75;;10.61.35.77;10.61.35.78;10.61.35.79;10.61.35.80;10.61.35.81;10.61.35.82;10.61.35.83;10.61.35.84;;;;;;
III;46;420;основной;Чувашия;Ядринский р-н;Никольское;10.0.55.0/30;65501;;10.55.30.;Z1.64/26;Z1.0/27;;;4;10.55.30.66;10.55.30.67;10.55.30.68;10.55.30.69;10.55.30.70;;;10.55.30.73;;10.55.30.75;;10.55.30.77;10.55.30.78;10.55.30.79;10.55.30.80;10.55.30.81;10.55.30.82;10.55.30.83;10.55.30.84;10.55.30.85;10.55.30.86;;;;
III;47;421;основной;Чувашия;Чебоксарский р-н;Хыркасы;10.0.55.4/30;65501;;10.55.31.;Z1.64/26;Z1.0/27;;;4;10.55.31.66;10.55.31.67;10.55.31.68;10.55.31.69;10.55.31.70;;;10.55.31.73;;10.55.31.75;;10.55.31.77;10.55.31.78;10.55.31.79;10.55.31.80;10.55.31.81;10.55.31.82;10.55.31.83;10.55.31.84;10.55.31.85;10.55.31.86;;;;
III;48;422;основной;Чувашия;Цивильский р-н;Три избы;10.0.55.8/30;65501;;10.55.32.;Z1.64/26;Z1.0/27;;;4;10.55.32.66;10.55.32.67;10.55.32.68;10.55.32.69;10.55.32.70;;;10.55.32.73;;10.55.32.75;;10.55.32.77;10.55.32.78;10.55.32.79;10.55.32.80;10.55.32.81;10.55.32.82;10.55.32.83;10.55.32.84;10.55.32.85;10.55.32.86;;;;
III;49;423;основной;Чувашия;Козловский р-н;Старая Тюрлема;10.0.55.12/30;65501;;10.55.33.;Z1.64/26;Z1.0/27;;;2;10.55.33.66;10.55.33.67;10.55.33.68;;;;;10.55.33.73;;10.55.33.75;;10.55.33.77;10.55.33.78;10.55.33.79;10.55.33.80;10.55.33.81;10.55.33.82;;;;;;;;
III;310;424;основной;Чувашия;Канашский р-н;Малая Андреевка;10.0.55.16/30;65501;;10.55.34.;Z1.64/26;Z1.0/27;;;3;10.55.34.66;10.55.34.67;10.55.34.68;10.55.34.69;;;;10.55.34.73;;10.55.34.75;;10.55.34.77;10.55.34.78;10.55.34.79;10.55.34.80;10.55.34.81;10.55.34.82;10.55.34.83;10.55.34.84;;;;;;
III;311;425;основной;Чувашия;Батыревский р-н;Туруново;10.0.55.20/30;65501;;10.55.35.;Z1.64/26;Z1.0/27;;;2;10.55.35.66;10.55.35.67;10.55.35.68;;;;;10.55.35.73;;10.55.35.75;;10.55.35.77;10.55.35.78;10.55.35.79;10.55.35.80;10.55.35.81;10.55.35.82;;;;;;;;
III;141;408;основной;Мордовия;Лямбирский р-н;Пензятка;10.0.51.12/30;65501;;10.51.33.;Z1.64/26;Z1.0/27;;;2;10.51.33.66;10.51.33.67;10.51.33.68;;;;;10.51.33.73;;10.51.33.75;;10.51.33.77;10.51.33.78;10.51.33.79;10.51.33.80;10.51.33.81;10.51.33.82;;;;;;;;
III;23;354;основной;Самарская обл.;Сызранский р-н;Новозаборовский;10.0.63.0/30;65501;;10.8.30.;Z1.64/26;Z1.0/27;;;3;10.8.30.66;10.8.30.67;10.8.30.68;10.8.30.69;;;;10.8.30.73;;10.8.30.75;;10.8.30.77;10.8.30.78;10.8.30.79;10.8.30.80;10.8.30.81;10.8.30.82;10.8.30.83;10.8.30.84;;;;;;
III;227;356;основной;Самарская обл.;Самара;Самара (юг);10.0.63.4/30;65501;;10.8.31.;Z1.64/26;Z1.0/27;;;2;10.8.31.66;10.8.31.67;10.8.31.68;;;;;10.8.31.73;;10.8.31.75;;10.8.31.77;10.8.31.78;10.8.31.79;10.8.31.80;10.8.31.81;10.8.31.82;;;;;;;;
III;243;357;основной;Самарская обл.;Нефтегорский р-н;Утевка;10.0.63.8/30;65501;;10.8.32.;Z1.64/26;Z1.0/27;;;2;10.8.32.66;10.8.32.67;10.8.32.68;;;;;10.8.32.73;;10.8.32.75;;10.8.32.77;10.8.32.78;10.8.32.79;10.8.32.80;10.8.32.81;10.8.32.82;;;;;;;;
III;259;358;основной;Самарская обл.;Волжский р-н;Ровно-Владимировка;10.0.63.12/30;65501;;10.8.33.;Z1.64/26;Z1.0/27;;;2;10.8.33.66;10.8.33.67;10.8.33.68;;;;;10.8.33.73;;10.8.33.75;;10.8.33.77;10.8.33.78;10.8.33.79;10.8.33.80;10.8.33.81;10.8.33.82;;;;;;;;
III;260;359;основной;Самарская обл.;Большечерниговский р-н;Большая Черниговка;10.0.63.16/30;65501;;10.8.34.;Z1.64/26;Z1.0/27;;;2;10.8.34.66;10.8.34.67;10.8.34.68;;;;;10.8.34.73;;10.8.34.75;;10.8.34.77;10.8.34.78;10.8.34.79;10.8.34.80;10.8.34.81;10.8.34.82;;;;;;;;
III;393;361;основной;Саратовская обл.;Вольский р-н;Сенной;10.0.60.0/30;65501;;10.60.30.;Z1.64/26;Z1.0/27;;;2;10.60.30.66;10.60.30.67;10.60.30.68;;;;;10.60.30.73;;10.60.30.75;;10.60.30.77;10.60.30.78;10.60.30.79;10.60.30.80;10.60.30.81;10.60.30.82;;;;;;;;
III;394;362;основной;Саратовская обл.;Красноармейский р-н;Пановка;10.0.60.4/30;65501;;10.60.31.;Z1.64/26;Z1.0/27;;;2;10.60.31.66;10.60.31.67;10.60.31.68;;;;;10.60.31.73;;10.60.31.75;;10.60.31.77;10.60.31.78;10.60.31.79;10.60.31.80;10.60.31.81;10.60.31.82;;;;;;;;
III;395;363;основной;Саратовская обл.;Саратовский р-н;Шевыревка;10.0.60.8/30;65501;;10.60.32.;Z1.64/26;Z1.0/27;;;3;10.60.32.66;10.60.32.67;10.60.32.68;10.60.32.69;;;;10.60.32.73;;10.60.32.75;;10.60.32.77;10.60.32.78;10.60.32.79;10.60.32.80;10.60.32.81;10.60.32.82;10.60.32.83;10.60.32.84;;;;;;
III;427;364;основной;Саратовская обл.;Хвалынский р-н;Хвалынск;10.0.60.12/30;65501;;10.60.33.;Z1.64/26;Z1.0/27;;;2;10.60.33.66;10.60.33.67;10.60.33.68;;;;;10.60.33.73;;10.60.33.75;;10.60.33.77;10.60.33.78;10.60.33.79;10.60.33.80;10.60.33.81;10.60.33.82;;;;;;;;
III;476;365;основной;Саратовская обл.;Татищевский р-н;Песчаный Умет;10.0.60.16/30;65501;;10.60.34.;Z1.64/26;Z1.0/27;;;2;10.60.34.66;10.60.34.67;10.60.34.68;;;;;10.60.34.73;;10.60.34.75;;10.60.34.77;10.60.34.78;10.60.34.79;10.60.34.80;10.60.34.81;10.60.34.82;;;;;;;;
III;363;367;основной;Саратовская обл.;Петровский р-н;Петровск;10.0.60.20/30;65501;;10.60.35.;Z1.64/26;Z1.0/27;;;2;10.60.35.66;10.60.35.67;10.60.35.68;;;;;10.60.35.73;;10.60.35.75;;10.60.35.77;10.60.35.78;10.60.35.79;10.60.35.80;10.60.35.81;10.60.35.82;;;;;;;;
III;364;368;основной;Саратовская обл.;Татищевский р-н;Сторожевка;10.0.60.24/30;65501;;10.60.36.;Z1.64/26;Z1.0/27;;;2;10.60.36.66;10.60.36.67;10.60.36.68;;;;;10.60.36.73;;10.60.36.75;;10.60.36.77;10.60.36.78;10.60.36.79;10.60.36.80;10.60.36.81;10.60.36.82;;;;;;;;
III;222;352;основной;Рязанская обл.;Шиловский р-н;Авдотьинка;10.0.74.12/30;65094;;10.74.33.;Z1.64/26;Z1.0/27;;;2;10.74.33.66;10.74.33.67;10.74.33.68;;;;;10.74.33.73;;10.74.33.75;;10.74.33.77;10.74.33.78;10.74.33.79;10.74.33.80;10.74.33.81;10.74.33.82;;;;;;;;
III;24;389;основной;Самарская обл.;Сергиевский р-н;Суходол;10.0.63.20/30;65501;;10.8.35.;Z1.64/26;Z1.0/27;;;2;10.8.35.66;10.8.35.67;10.8.35.68;;;;;10.8.35.73;;10.8.35.75;;10.8.35.77;10.8.35.78;10.8.35.79;10.8.35.80;10.8.35.81;10.8.35.82;;;;;;;;
III;460;390;основной;Самарская обл.;Красноярский  р-н;Старосемейкино;10.0.63.24/30;65501;;10.8.36.;Z1.64/26;Z1.0/27;;;4;10.8.36.66;10.8.36.67;10.8.36.68;10.8.36.69;10.8.36.70;;;10.8.36.73;;10.8.36.75;;10.8.36.77;10.8.36.78;10.8.36.79;10.8.36.80;10.8.36.81;10.8.36.82;10.8.36.83;10.8.36.84;10.8.36.85;10.8.36.86;;;;
III;20;412;основной;Пензенская обл.;Железнодорожный р-н;Пенза;10.0.59.0/30;65501;;10.59.30.;Z1.64/26;Z1.0/27;;;4;10.59.30.66;10.59.30.67;10.59.30.68;10.59.30.69;10.59.30.70;;;10.59.30.73;;10.59.30.75;;10.59.30.77;10.59.30.78;10.59.30.79;10.59.30.80;10.59.30.81;10.59.30.82;10.59.30.83;10.59.30.84;10.59.30.85;10.59.30.86;;;;
III;387;413;основной;Пензенская обл.;Белинский р-н;Лермонтово ;10.0.59.4/30;65501;;10.59.31.;Z1.64/26;Z1.0/27;;;2;10.59.31.66;10.59.31.67;10.59.31.68;;;;;10.59.31.73;;10.59.31.75;;10.59.31.77;10.59.31.78;10.59.31.79;10.59.31.80;10.59.31.81;10.59.31.82;;;;;;;;
III;388;414;основной;Пензенская обл.;Пензенский р-н;Дубенское;10.0.59.8/30;65501;;10.59.32.;Z1.64/26;Z1.0/27;;;2;10.59.32.66;10.59.32.67;10.59.32.68;;;;;10.59.32.73;;10.59.32.75;;10.59.32.77;10.59.32.78;10.59.32.79;10.59.32.80;10.59.32.81;10.59.32.82;;;;;;;;
III;428;346;основной;Оренбургская обл.;Илекский р-н;Илек;10.0.58.0/30;65501;;10.58.30.;Z1.64/26;Z1.0/27;;;2;10.58.30.66;10.58.30.67;10.58.30.68;;;;;10.58.30.73;;10.58.30.75;;10.58.30.77;10.58.30.78;10.58.30.79;10.58.30.80;10.58.30.81;10.58.30.82;;;;;;;;
III;468;347;основной;Оренбургская обл.;Сорочинский р-н;Сорочинск;10.0.58.4/30;65501;;10.58.31.;Z1.64/26;Z1.0/27;;;2;10.58.31.66;10.58.31.67;10.58.31.68;;;;;10.58.31.73;;10.58.31.75;;10.58.31.77;10.58.31.78;10.58.31.79;10.58.31.80;10.58.31.81;10.58.31.82;;;;;;;;
III;469;348;основной;Оренбургская обл.;Оренбургский р-н;Старица;10.0.58.8/30;65501;;10.58.32.;Z1.64/26;Z1.0/27;;;4;10.58.32.66;10.58.32.67;10.58.32.68;10.58.32.69;10.58.32.70;;;10.58.32.73;;10.58.32.75;;10.58.32.77;10.58.32.78;10.58.32.79;10.58.32.80;10.58.32.81;10.58.32.82;10.58.32.83;10.58.32.84;10.58.32.85;10.58.32.86;;;;
III;477;349;основной;Оренбургская обл.;Оренбургский р-н;Степановский;10.0.58.12/30;65501;;10.58.33.;Z1.64/26;Z1.0/27;;;4;10.58.33.66;10.58.33.67;10.58.33.68;10.58.33.69;10.58.33.70;;;10.58.33.73;;10.58.33.75;;10.58.33.77;10.58.33.78;10.58.33.79;10.58.33.80;10.58.33.81;10.58.33.82;10.58.33.83;10.58.33.84;10.58.33.85;10.58.33.86;;;;
III;401;385;основной;Оренбургская обл.;Абдулинский р-н;Абдулино;10.0.58.16/30;65501;;10.58.34.;Z1.64/26;Z1.0/27;;;2;10.58.34.66;10.58.34.67;10.58.34.68;;;;;10.58.34.73;;10.58.34.75;;10.58.34.77;10.58.34.78;10.58.34.79;10.58.34.80;10.58.34.81;10.58.34.82;;;;;;;;
III;402;386;основной;Оренбургская обл.;Шарлыковский р-н;Шарлык;10.0.58.20/30;65501;;10.58.35.;Z1.64/26;Z1.0/27;;;2;10.58.35.66;10.58.35.67;10.58.35.68;;;;;10.58.35.73;;10.58.35.75;;10.58.35.77;10.58.35.78;10.58.35.79;10.58.35.80;10.58.35.81;10.58.35.82;;;;;;;;
III;253;266;основной;Краснодарский край;Темрюкский р-н;Фонталовская (3 км.);10.0.19.40/30;31163;;10.19.38.;Z1.64/26;Z1.0/27;;;2;10.19.38.66;10.19.38.67;10.19.38.68;;;;;10.19.38.73;;10.19.38.75;;10.19.38.77;10.19.38.78;10.19.38.79;10.19.38.80;10.19.38.81;10.19.38.82;;;;;;;;
III;399;394;основной;Татарстан;Альметьевский р-н;Аппаково;10.0.53.44/30;65501;;10.53.39.;Z1.64/26;Z1.0/27;;;2;10.53.39.66;10.53.39.67;10.53.39.68;;;;;10.53.39.73;;10.53.39.75;;10.53.39.77;10.53.39.78;10.53.39.79;10.53.39.80;10.53.39.81;10.53.39.82;;;;;;;;
III;308;259;основной;Краснодарский край;Северский р-н;Черноморский;10.0.19.44/30;31163;;10.19.39.;Z1.64/26;Z1.0/27;;;3;10.19.39.66;10.19.39.67;10.19.39.68;10.19.39.69;;;;10.19.39.73;;10.19.39.75;;10.19.39.77;10.19.39.78;10.19.39.79;10.19.39.80;10.19.39.81;10.19.39.82;10.19.39.83;10.19.39.84;;;;;;
III;56;30;основной;Краснодарский край;Крымский р-н;Крымск;10.0.19.48/30;31163;;10.19.40.;Z1.64/26;Z1.0/27;;;2;10.19.40.66;10.19.40.67;10.19.40.68;;;;;10.19.40.73;;10.19.40.75;;10.19.40.77;10.19.40.78;10.19.40.79;10.19.40.80;10.19.40.81;10.19.40.82;;;;;;;;
III;57;31;основной;Краснодарский край;Новокубанский р-н;Новосельское;10.0.19.52/30;31163;;10.19.41.;Z1.64/26;Z1.0/27;;;2;10.19.41.66;10.19.41.67;10.19.41.68;;;;;10.19.41.73;;10.19.41.75;;10.19.41.77;10.19.41.78;10.19.41.79;10.19.41.80;10.19.41.81;10.19.41.82;;;;;;;;
III;72;32;основной;Краснодарский край;Мостовский р-н;Северный;10.0.19.56/30;31163;;10.19.42.;Z1.64/26;Z1.0/27;;;2;10.19.42.66;10.19.42.67;10.19.42.68;;;;;10.19.42.73;;10.19.42.75;;10.19.42.77;10.19.42.78;10.19.42.79;10.19.42.80;10.19.42.81;10.19.42.82;;;;;;;;
III;73;33;основной;Краснодарский край;Белореченский р-н;Белореченск;10.0.19.60/30;31163;;10.19.43.;Z1.64/26;Z1.0/27;;;3;10.19.43.66;10.19.43.67;10.19.43.68;10.19.43.69;;;;10.19.43.73;;10.19.43.75;;10.19.43.77;10.19.43.78;10.19.43.79;10.19.43.80;10.19.43.81;10.19.43.82;10.19.43.83;10.19.43.84;;;;;;
III;268;63;основной;Краснодарский край;Усть-Лабинский р-н;Кирпильская;10.0.19.64/30;31163;;10.19.44.;Z1.64/26;Z1.0/27;;;3;10.19.44.66;10.19.44.67;10.19.44.68;10.19.44.69;;;;10.19.44.73;;10.19.44.75;;10.19.44.77;10.19.44.78;10.19.44.79;10.19.44.80;10.19.44.81;10.19.44.82;10.19.44.83;10.19.44.84;;;;;;
III;1;196;основной;Иркутская обл.;Тулунский р-н;Гуран;10.0.168.0/30;65494;;10.168.30.;Z1.64/26;Z1.0/27;;;2;10.168.30.66;10.168.30.67;10.168.30.68;;;;;10.168.30.73;;10.168.30.75;;10.168.30.77;10.168.30.78;10.168.30.79;10.168.30.80;10.168.30.81;10.168.30.82;;;;;;;;
III;161;197;основной;Иркутская обл.;Тайшетский р-н;Бирюса;10.0.168.0/30;65494;;10.168.31.;Z1.64/26;Z1.0/27;;;2;10.168.31.66;10.168.31.67;10.168.31.68;;;;;10.168.31.73;;10.168.31.75;;10.168.31.77;10.168.31.78;10.168.31.79;10.168.31.80;10.168.31.81;10.168.31.82;;;;;;;;
III;162;198;основной;Иркутская обл.;Нижнеудинский р-н;Куряты;10.0.168.0/30;65494;;10.168.32.;Z1.64/26;Z1.0/27;;;3;10.168.32.66;10.168.32.67;10.168.32.68;10.168.32.69;;;;10.168.32.73;;10.168.32.75;;10.168.32.77;10.168.32.78;10.168.32.79;10.168.32.80;10.168.32.81;10.168.32.82;10.168.32.83;10.168.32.84;;;;;;
III;163;199;основной;Иркутская обл.;Тулунский р-н;Тулун;10.0.168.0/30;65494;;10.168.33.;Z1.64/26;Z1.0/27;;;2;10.168.33.66;10.168.33.67;10.168.33.68;;;;;10.168.33.73;;10.168.33.75;;10.168.33.77;10.168.33.78;10.168.33.79;10.168.33.80;10.168.33.81;10.168.33.82;;;;;;;;
III;164;200;основной;Иркутская обл.;Заларинский р-н;Залари;10.0.168.0/30;65494;;10.168.34.;Z1.64/26;Z1.0/27;;;2;10.168.34.66;10.168.34.67;10.168.34.68;;;;;10.168.34.73;;10.168.34.75;;10.168.34.77;10.168.34.78;10.168.34.79;10.168.34.80;10.168.34.81;10.168.34.82;;;;;;;;
III;165;201;основной;Иркутская обл.;Иркутский р-н;Вдовина;10.0.168.0/30;65494;;10.168.35.;Z1.64/26;Z1.0/27;;;4;10.168.35.66;10.168.35.67;10.168.35.68;10.168.35.69;10.168.35.70;;;10.168.35.73;;10.168.35.75;;10.168.35.77;10.168.35.78;10.168.35.79;10.168.35.80;10.168.35.81;10.168.35.82;10.168.35.83;10.168.35.84;10.168.35.85;10.168.35.86;;;;
III;197;202;основной;Иркутская обл.;Шелеховский р-н;Шелехов;10.0.168.0/30;65494;;10.168.36.;Z1.64/26;Z1.0/27;;;3;10.168.36.66;10.168.36.67;10.168.36.68;10.168.36.69;;;;10.168.36.73;;10.168.36.75;;10.168.36.77;10.168.36.78;10.168.36.79;10.168.36.80;10.168.36.81;10.168.36.82;10.168.36.83;10.168.36.84;;;;;;
III;326;203;основной;Иркутская обл.;Слюдянский р-н;Култук;10.0.168.0/30;65494;;10.168.37.;Z1.64/26;Z1.0/27;;;3;10.168.37.66;10.168.37.67;10.168.37.68;10.168.37.69;;;;10.168.37.73;;10.168.37.75;;10.168.37.77;10.168.37.78;10.168.37.79;10.168.37.80;10.168.37.81;10.168.37.82;10.168.37.83;10.168.37.84;;;;;;
